"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"ARG","PASSTRANSP","ROAD","MLN_PKM","A","2010",43970.071924153,
"ARG","PASSTRANSP","ROAD","MLN_PKM","A","2011",43220.012559096,
"ARG","PASSTRANSP","ROAD","MLN_PKM","A","2012",44054.443650011,
"ARG","PASSTRANSP","ROAD","MLN_PKM","A","2013",42920.528858953,
"ARG","PASSTRANSP","ROAD","MLN_PKM","A","2014",43361.325634848,
"ARG","PASSTRANSP","ROAD","MLN_PKM","A","2015",44538.459082498,
"ARG","PASSTRANSP","ROAD","MLN_PKM","A","2016",46838.665001874,
"ARG","PASSTRANSP","ROAD","MLN_PKM","A","2017",48784.351366258,
"KAZ","PASSTRANSP","ROAD","MLN_PKM","A","2007",104434.5,
"KAZ","PASSTRANSP","ROAD","MLN_PKM","A","2008",107297.8,
"KAZ","PASSTRANSP","ROAD","MLN_PKM","A","2009",110630.6,
"KAZ","PASSTRANSP","ROAD","MLN_PKM","A","2010",126145.2,
"KAZ","PASSTRANSP","ROAD","MLN_PKM","A","2011",163981.7,
"KAZ","PASSTRANSP","ROAD","MLN_PKM","A","2012",183385,
"KAZ","PASSTRANSP","ROAD","MLN_PKM","A","2013",203428.7,
"KAZ","PASSTRANSP","ROAD","MLN_PKM","A","2014",215238.5,
"KAZ","PASSTRANSP","ROAD","MLN_PKM","A","2015",221237.5,
"KAZ","PASSTRANSP","ROAD","MLN_PKM","A","2016",235716,
"KAZ","PASSTRANSP","ROAD","MLN_PKM","A","2017",240485.2,
"KAZ","PASSTRANSP","ROAD","MLN_PKM","A","2018",246812.6,
"KAZ","PASSTRANSP","ROAD","MLN_PKM","A","2019",260580.8,
"KAZ","PASSTRANSP","ROAD","MLN_PKM","A","2020",91298.4,
"UZB","PASSTRANSP","ROAD","MLN_PKM","A","1998",22025.9,
"UZB","PASSTRANSP","ROAD","MLN_PKM","A","1999",22434.1,
"UZB","PASSTRANSP","ROAD","MLN_PKM","A","2000",23300,
"UZB","PASSTRANSP","ROAD","MLN_PKM","A","2001",24300,
"UZB","PASSTRANSP","ROAD","MLN_PKM","A","2002",25800,
"UZB","PASSTRANSP","ROAD","MLN_PKM","A","2003",29000,
"UZB","PASSTRANSP","ROAD","MLN_PKM","A","2004",32500,
"UZB","PASSTRANSP","ROAD","MLN_PKM","A","2005",38600,
"UZB","PASSTRANSP","ROAD","MLN_PKM","A","2006",42200,
"UZB","PASSTRANSP","ROAD","MLN_PKM","A","2007",48400,
"UZB","PASSTRANSP","ROAD","MLN_PKM","A","2008",55900,
"UZB","PASSTRANSP","ROAD","MLN_PKM","A","2009",62121,
"UZB","PASSTRANSP","ROAD","MLN_PKM","A","2010",74512.091851514,
"UZB","PASSTRANSP","ROAD","MLN_PKM","A","2011",82544.148303156,
"UZB","PASSTRANSP","ROAD","MLN_PKM","A","2012",89326.44744633,
"UZB","PASSTRANSP","ROAD","MLN_PKM","A","2013",95469.328930278,
"UZB","PASSTRANSP","ROAD","MLN_PKM","A","2014",101862.99643145,
"UZB","PASSTRANSP","ROAD","MLN_PKM","A","2015",109112.93652923,
"UZB","PASSTRANSP","ROAD","MLN_PKM","A","2016",114910.2671,
"UZB","PASSTRANSP","ROAD","MLN_PKM","A","2017",117659.567,
"UZB","PASSTRANSP","ROAD","MLN_PKM","A","2018",121599.4893,
"UZB","PASSTRANSP","ROAD","MLN_PKM","A","2019",124141.2,
"UZB","PASSTRANSP","ROAD","MLN_PKM","A","2020",113200,
